role,Discussion_ID,Member,key,sentiment,reason,industry,status,time,Dataset,Topic_Key,Industry,Is_Member_Target,Sentiment_Label,Meeting_Num,Dataset_Label,discussion_type,short_title,long_title,date_parsed,Year,Month
participant,heritage_walking_tour_Meeting_7_Outline,Simone Kat,0,1.0,Believes it will enhance the cultural appeal and attract more visitors.,,,,filah,heritage_walking_tour,tourism,True,Pro,7.0,FILAH (Fishing Lobby),plan,heritage_walking_tour_Meeting_7_Outline,Discuss and outline the proposed heritage walking tour route and main landmarks,,,
participant,heritage_walking_tour_Travel_Captain_Market_Discussion,Simone Kat,0,1.0,Believes it will enhance the cultural appeal and attract more visitors.,,,,filah,heritage_walking_tour,tourism,True,Pro,8.0,FILAH (Fishing Lobby),discussion,heritage_walking_tour_Travel_Captain_Market_Discussion,Discuss travel plans to Captain's Market,,,
participant,heritage_walking_tour_Travel_Captain_Market,Simone Kat,0,1.0,Believes it will enhance the cultural appeal and attract more visitors.,,,,filah,heritage_walking_tour,tourism,True,Pro,8.0,FILAH (Fishing Lobby),plan,heritage_walking_tour_Travel_Captain_Market,Travel to Captain's Market,,,
participant,heritage_walking_tour_Meeting_8_Proposal_Discussion,Simone Kat,0,1.0,Believes it will enhance the cultural appeal and attract more visitors.,,,,filah,heritage_walking_tour,tourism,True,Pro,8.0,FILAH (Fishing Lobby),discussion,heritage_walking_tour_Meeting_8_Proposal_Discussion,Gather community feedback on the proposed route and sites of interest,,,
participant,heritage_walking_tour_Meeting_8_Proposal,Simone Kat,0,1.0,Believes it will enhance the cultural appeal and attract more visitors.,,,,filah,heritage_walking_tour,tourism,True,Pro,8.0,FILAH (Fishing Lobby),plan,heritage_walking_tour_Meeting_8_Proposal,Gather community feedback on the proposed route and sites of interest,,,
participant,heritage_walking_tour_Travel_Captain_Market_Completed_Discussion,Simone Kat,0,1.0,Believes it will enhance the cultural appeal and attract more visitors.,,,,filah,heritage_walking_tour,tourism,True,Pro,9.0,FILAH (Fishing Lobby),discussion,heritage_walking_tour_Travel_Captain_Market_Completed_Discussion,Discuss the completed travel plans to Captain's Market,,,
participant,heritage_walking_tour_Meeting_9_Report_Discussion,Simone Kat,0,1.0,Believes it will enhance the cultural appeal and attract more visitors.,,,,filah,heritage_walking_tour,tourism,True,Pro,9.0,FILAH (Fishing Lobby),discussion,heritage_walking_tour_Meeting_9_Report_Discussion,"Present detailed plans, including route maps and tour scripts",,,
participant,heritage_walking_tour_Meeting_9_Report,Simone Kat,0,1.0,Believes it will enhance the cultural appeal and attract more visitors.,,,,filah,heritage_walking_tour,tourism,True,Pro,9.0,FILAH (Fishing Lobby),plan,heritage_walking_tour_Meeting_9_Report,"Present detailed plans, including route maps and tour scripts",,,
participant,heritage_walking_tour_Meeting_9_Take_Action_Discussion,Simone Kat,0,1.0,Believes it will enhance the cultural appeal and attract more visitors.,,,,filah,heritage_walking_tour,tourism,True,Pro,9.0,FILAH (Fishing Lobby),discussion,heritage_walking_tour_Meeting_9_Take_Action_Discussion,Coordinate with local businesses and finalize the logistics for the walking tour,,,
participant,heritage_walking_tour_Meeting_9_Take_Action,Simone Kat,0,1.0,Believes it will enhance the cultural appeal and attract more visitors.,,,,filah,heritage_walking_tour,tourism,True,Pro,9.0,FILAH (Fishing Lobby),plan,heritage_walking_tour_Meeting_9_Take_Action,Coordinate with local businesses and finalize the logistics for the walking tour,,,
participant,waterfront_market_Meeting_7_Discussion,Simone Kat,0,0.75,Supports as it aligns well with tourism and local economic growth.,,,,filah,waterfront_market,tourism,True,Pro,7.0,FILAH (Fishing Lobby),discussion,waterfront_market_Meeting_7_Discussion,Discuss the benefits and feasibility of establishing a waterfront market,,,
participant,waterfront_market_Meeting_7_Discussion,Carol Limpet,0,1.0,Strongly supports as it aligns with community and economic interests.,,,,filah,waterfront_market,tourism,True,Pro,7.0,FILAH (Fishing Lobby),discussion,waterfront_market_Meeting_7_Discussion,Discuss the benefits and feasibility of establishing a waterfront market,,,
participant,waterfront_market_Travel_Harbor_Edge_Grill_Discussion,Carol Limpet,0,1.0,Strongly supports as it aligns with community and economic interests.,,,,filah,waterfront_market,tourism,True,Pro,7.0,FILAH (Fishing Lobby),discussion,waterfront_market_Travel_Harbor_Edge_Grill_Discussion,Discuss travel plans to Harbor's Edge Grill in Paackland,,,
participant,waterfront_market_Travel_Harbor_Edge_Grill,Carol Limpet,0,1.0,Strongly supports as it aligns with community and economic interests.,,,,filah,waterfront_market,tourism,True,Pro,7.0,FILAH (Fishing Lobby),plan,waterfront_market_Travel_Harbor_Edge_Grill,Travel to Harbor's Edge Grill in Paackland,,,
participant,waterfront_market_Travel_Harbor_Edge_Grill_Completed_Discussion,Carol Limpet,0,1.0,Strongly supports as it aligns with community and economic interests.,,,,filah,waterfront_market,tourism,True,Pro,9.0,FILAH (Fishing Lobby),discussion,waterfront_market_Travel_Harbor_Edge_Grill_Completed_Discussion,Discuss the completed travel plans to Harbor's Edge Grill in Paackland,,,
participant,marine_life_deck_Meeting_12_Environmental_Impact_Report,Teddy Goldstein,0,-0.5,Prefers resources to be allocated toward the fishing industry.,,,,trout,marine_life_deck,tourism,True,Against,12.0,TROUT (Tourism Lobby),plan,marine_life_deck_Meeting_12_Environmental_Impact_Report,Present findings from the environmental impact study,,,
participant,low_volume_crane_Meeting_8_Report,Seal,0,0.1,Recognizes the crane's benefit to small-scale operations.,,,,trout,low_volume_crane,fishing,True,Neutral,8.0,TROUT (Tourism Lobby),plan,low_volume_crane_Meeting_8_Report,Report on travel and submit letter of support for low-volume unload crane,,,
participant,deep_fishing_dock_Meeting_3_Maintenance_Plan,Teddy Goldstein,0,,,,,,trout,deep_fishing_dock,fishing,True,Not Rated,3.0,TROUT (Tourism Lobby),plan,deep_fishing_dock_Meeting_3_Maintenance_Plan,Discuss maintenance plan and designate travel representatives,,,
participant,concert_Meeting_7_Discussion,Ed Helpsford,0,0.5,Believes concerts can bring community together but cautious about potential disruptions.,,,,trout,concert,tourism,True,Pro,7.0,TROUT (Tourism Lobby),discussion,concert_Meeting_7_Discussion,Discuss any issues with concert. Discuss needs to get community feedback on concerns,,,
participant,low_volume_crane_Meeting_3_Proposal_Discussion,Ed Helpsford,0,1.0,"Beneficial for small time fishers, who he feels are often overlooked",,,,trout,low_volume_crane,fishing,True,Pro,3.0,TROUT (Tourism Lobby),discussion,low_volume_crane_Meeting_3_Proposal_Discussion,Discuss potential benefits of low-volume unload crane,,,
participant,affordable_housing_Meeting_10_Travel_Findings_Discussion,Ed Helpsford,0,1.0,Feels committee should be doing more for blue-collar workers. Nephew is having trouble finding housing,,,,trout,affordable_housing,neutral,True,Pro,10.0,TROUT (Tourism Lobby),discussion,affordable_housing_Meeting_10_Travel_Findings_Discussion,Report on travel findings and draft housing proposal suggestion,,,
